Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5283,LA,Compressed Natural Gas (CNG) and Propane Regulatory Authority,"The Louisiana Department of Natural Resources\' Office of Conservation
has regulatory authority over CNG safety, including fueling stations and
the installation of conversion equipment in a vehicle. Vehicles capable
of operating on, liquefied petroleum gas (propane) must have passed a
safety inspection from the Louisiana Liquefied Petroleum Gas Commission.
(Reference [Louisiana Revised Statutes](http://www.legis.state.la.us/)
30:731 and 30:732)
",,,FALSE,110,Laws and Regulations,,,,,,,AFTMKTCONV|NG|LPG,,AIRQEMISSIONS|REGIS,STATION|MAN|FLEET|GOV|IND,http://www.legis.state.la.us/
5294,NC,Alternative Fuel and Idle Reduction Grants,"The North Carolina Department of Environment Quality (DEQ) provides
grants to repower, replace, and convert eligible on and off road
vehicles and equipment to alternative fuels and fuel efficient
technology. Equipment must be U.S. Environmental Protection Agency or
California Air Resources Board verified. For more information, including
a list of eligible technologies, see the DEQ [Diesel Emission Reductions
Grants](https://deq.nc.gov/about/divisions/air-quality/motor-vehicles-air-quality/mobile-source-emissions-reduction-grants)
website.
",,,TRUE,10,State Incentives,,2021-10-10 22:55:39 UTC,2021-09-29 00:00:00 UTC,,,,AFTMKTCONV|BIOD|ETH|ELEC|HY|IR|NG|PHEV|LPG,GNT,,FLEET|IND,
5309,TX,Clean Vehicle and Infrastructure Grants,"The Texas Commission on Environmental Quality (TCEQ) administers the
Emissions Reduction Incentive Grants (ERIG) Program and Rebate Grants
Program as part of the Texas Emissions Reduction Plan (TERP). The ERIG
Program provides grants for various types of clean air projects to
improve air quality in the state\'s nonattainment areas and other
affected counties. Eligible projects include those that involve
replacement, retrofit, repower, or lease or purchase of new heavy-duty
vehicles; alternative fuel dispensing infrastructure; idle reduction and
electrification infrastructure; and alternative fuel use. The Rebate
Grants Program provides grants to upgrade or replace diesel heavy-duty
vehicles and non-road equipment. Qualifying projects must reduce
emissions of nitrogen oxides or other pollutants by at least 25% as
compared to baseline levels and must meet operational and fuel usage
requirements. For more information, including eligibility and the
application form, see the TCEQ
[TERP](https://www.tceq.texas.gov/airquality/terp/programs) website.
(Reference [Texas Statutes](http://www.statutes.legis.state.tx.us/)
Health and Safety Code 386 and [Texas Administrative
Code](http://www.sos.state.tx.us/tac/index.shtml) 114.620-114.629)
",,,FALSE,25,State Incentives,,2018-06-18 15:30:15 UTC,,,,,AFTMKTCONV|BIOD|ETH|ELEC|HY|IR|NG|PHEV|LPG,GNT,,STATION|FLEET|IND,http://www.statutes.legis.state.tx.us/
5312,TX,Natural Gas Vehicle (NGV) Rebates - Texas Gas Service,"The Texas Gas Service Conservation Program offers a rebate of up to
\$2,000 for the purchase of a qualified NGV or \$3,000 for the
conversion of a gasoline powered vehicle to operate on natural gas. The
rebate is available for up to five vehicles per customer, and only
centers certified by the Railroad Commission of Texas may perform
conversions. These incentives are available to commercial and
residential customers within the city limits of Austin, Bee Cave,
Lakeway, Sunset Valley, Rollingwood, West Lake Hills, Cedar Park, and
Kyle with specific gas rate codes. For more information, see the Texas
Gas Service [Rebate
Program](https://www.texasgasservice.com/rebate-programs/rebates-general)
website.
",,,FALSE,80,Utility/Private Incentives,,2015-08-11 15:37:53 UTC,,,,,AFTMKTCONV|NG,RBATE,,MAN|FLEET|IND,
5316,OR,Pollution Control Equipment Exemption,"Dedicated original equipment manufacturer natural gas vehicles and
all-electric vehicles are not required to be equipped with a certified
pollution control system. (Reference [Oregon Revised
Statutes](https://www.oregonlegislature.gov/) 815.300)
",2001-01-01 00:00:00 UTC,,FALSE,16,State Incentives,,,,,,,ELEC|NG,EXEM,,FLEET|GOV|IND,http://www.leg.state.or.us/ors/home.htm
5334,WI,Alternative Fuel Tax Exemption,"A county, city, village, town, or other political subdivision may not
levy or collect any excise, license, privilege, or occupational tax on
motor vehicle fuel, alternative fuels, or the purchase, sale, handling,
or consumption of motor vehicle fuel or alternative fuels. (Reference
[Wisconsin Statutes](http://legis.wisconsin.gov/rsb/stats.html) 78.82)
",1993-08-10 00:00:00 UTC,,FALSE,31,State Incentives,,,,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,EXEM|TAX,,STATION|PURCH|FLEET|IND,http://legis.wisconsin.gov/rsb/stats.html
5338,OH,Alternative Fuel Vehicle Conversion,"It is unlawful to tamper with vehicle emissions control systems unless
the action is for the purpose of converting a motor vehicle to operate
on an alternative fuel and is in compliance with the standards adopted
under the Clean Air Act Amendments. (Reference [Ohio Revised
Code](http://codes.ohio.gov/orc/) 3704.16-3704.162)
",1993-09-27 00:00:00 UTC,,FALSE,80,Laws and Regulations,,,,,,,AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,AIRQEMISSIONS,MAN|FLEET|GOV|IND,http:/codes.ohio.gov/
5359,CA,High Occupancy Vehicle (HOV) and High Occupancy Toll (HOT) Lane Exemption,"Compressed natural gas, hydrogen, electric, and plug-in hybrid electric
vehicles meeting specified California and federal emissions standards
and affixed with a California Department of Motor Vehicles (DMV) Clean
Air Vehicle sticker may use HOV lanes regardless of the number of
occupants in the vehicle. Effective January 1, 2020, DMV issues Clean
Air Vehicle stickers to first-time applicants that have a household
income at or below 80% of the state median income. Stickers are valid
through the following dates:

-   Red stickers issued on or after March 1, 2018, for a vehicle that
    had previously been issued a sticker between January 1, 2017, and
    March 1, 2018, expire January 1, 2022;
-   Purple stickers issued between January 1, 2019 and January 1, 2020,
    expire January 1, 2023; and,
-   Orange stickers issued on or after January 1, 2020, expire January
    1, 2024.

The California Department of Transportation must publish a report by
June 1, 2023, detailing the number of stickers issued under this
program. Vehicles originally issued white or green decals prior to 2017
are no longer eligible to participate in this program. Vehicles with
stickers are also eligible for reduced rates on or exemptions from toll
charges imposed on HOT lanes. For more information and restrictions,
including a list of qualifying vehicles, see the California Air
Resources Board [Carpool
Stickers](http://www.arb.ca.gov/msprog/carpool/carpool.htm) website.

(Reference [California Vehicle Code](http://www.oal.ca.gov/) 5205.5 and
21655.9)
",2006-09-29 00:00:00 UTC,2018-09-13 00:00:00 UTC,FALSE,25,State Incentives,,2020-11-13 02:35:45 UTC,2024-01-01 00:00:00 UTC,,,,ELEC|HY|NG|PHEV,EXEM,,FLEET|GOV|IND,http://www.oal.ca.gov/|http://leginfo.legislature.ca.gov|http://leginfo.legislature.ca.gov/|http://leginfo.legislature.ca.gov/
5397,VA,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled electrically- or
gas-powered vehicle capable of achieving a maximum speed of at least 20
miles per hour (mph) but not greater than 25 mph. The vehicle must
comply with safety standards specified in Title 49 of the [Code of
Federal Regulations](http://www.gpo.gov/fdsys/), section 571.500.
Low-speed vehicles titled and registered with the Virginia Department of
Motor Vehicles (DMV) must display designated DMV license plates.
Low-speed vehicles may not operate on roads with posted speed limits of
more than 35 mph or on roads where the Virginia Department of
Transportation or the local governing body has prohibited their use.
(Reference [Virginia Code](http://lis.virginia.gov/000/src.htm)
46.2-100, 46.2-908.2, 46.2-908.3, and 46.2-711)
",,2013-04-03 00:00:00 UTC,FALSE,85,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://lis.virginia.gov/000/src.htm
5426,AZ,Alternative Fuel Vehicle (AFV) Parking Incentive,"An individual driving a dedicated AFV may park without penalty in
parking areas that are designated for carpool operators, provided the
vehicle is using alternative fuel. Recognized alternative fuels include
propane, natural gas, electricity, hydrogen, and a blend of hydrogen
with propane or natural gas. (Reference [Arizona Revised
Statutes](http://www.azleg.gov/ArizonaRevisedStatutes.asp) 1-215 and
28-877)
",2013-01-01 00:00:00 UTC,,FALSE,25,State Incentives,,,,,,,ELEC|HY|NG|PHEV|LPG,EXEM,,FLEET|GOV|IND,http://www.azleg.gov/ArizonaRevisedStatutes.asp|http://www.azleg.gov/ArizonaRevisedStatutes.asp
5427,AZ,Neighborhood Electric Vehicle (NEV) Access to Roadways,"NEVs may not operate at speeds greater than 25 miles per hour (mph). An
NEV may not operate on a roadway with a speed limit greater than 35 mph,
except to cross that roadway. NEVs must display a notice of the
operational restrictions (either painted or otherwise permanently
attached) on the vehicle in a location that is in clear view of the
driver. (Reference [Arizona Revised
Statutes](https://www.azleg.gov/arstitle/) 28-966 and 28-2157)
",,,FALSE,120,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://www.azleg.gov/ArizonaRevisedStatutes.asp
5433,UT,Low-Speed Vehicle Access to Roadways,"Low-speed vehicles are only allowed access to roadways with speeds
limits of up to 35 miles per hour (mph), must comply with all federal
and state motor vehicle regulations, and are required to display a
slow-moving vehicle identification emblem on the rear of the vehicle.
Low-speed vehicles are defined as four-wheel electric vehicles that are
not golf carts or off-road vehicles, operate at speeds up to 25 mph, and
may carry up to four passengers. Low-speed vehicles are subject to
vehicle taxation requirements, including those related to special fuels
and are exempt from emission inspections. (Reference [Utah
Code](http://le.utah.gov/xcode/code.html) 41-6a-102, 41-6a-1508,
59-13-102, and 59-13-201)
",,2008-03-17 00:00:00 UTC,FALSE,65,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://le.utah.gov/xcode/code.html
5492,MI,Alternative Fuel Vehicle (AFV) Emissions Inspection Exemption,"Dedicated AFVs powered by compressed natural gas, propane, electricity,
or any other source as defined by the Michigan Department of
Transportation are exempt from emissions inspection requirements.
(Reference [Michigan Compiled
Laws](http://www.legislature.mi.gov/(S(d1yq0h4534qach5500tlbh55))/mileg.aspx?page=home)
324.6311 and 324.6512)
",1995-05-24 00:00:00 UTC,,FALSE,32,State Incentives,,,,,,,ELEC|NG|LPG,EXEM,,FLEET|GOV|IND,http://www.legislature.mi.gov/(S(d1yq0h4534qach5500tlbh55))/mileg.aspx?page=home
5494,NJ,Reduced Propane Fuel Tax,"The tax imposed on propane used to operate a motor vehicle is equal to
half the tax paid on the sale or use of gasoline, or \$0.0525 per
gallon. (Reference [New Jersey Statutes](http://www.njleg.state.nj.us/)
54:39-103)
",,2010-11-01 00:00:00 UTC,FALSE,12,State Incentives,,,,,,,LPG,TAX,,PURCH|FLEET|GOV|IND,http://www.njleg.state.nj.us/
5567,WA,Alternative Fuel Vehicle Labeling Requirement,"Every alternative fuel automobile, truck, motorcycle, motor home, or
off-road vehicle must bear a reflective placard from the National Fire
Protection Association indicating that the vehicle is powered by an
alternative fuel. Alternative fuels include propane and natural gas.
(Reference [Revised Code of Washington](http://apps.leg.wa.gov/rcw/)
46.37.467)
",,2014-04-04 00:00:00 UTC,FALSE,165,Laws and Regulations,,2015-06-12 20:01:20 UTC,,,,,AFTMKTCONV|NG|LPG,,REGIS,FLEET|GOV|IND,http://apps.leg.wa.gov/rcw/
5574,IA,Alternative Fuel Vehicle (AFV) Conversion Registration,"When a motor vehicle is modified to use a different fuel type or more
than one type of fuel, the vehicle\'s registered owner must notify the
county treasurer of the new fuel type or alternative fuel types within
30 days. If the vehicle is able to use a special fuel, the county
treasurer will issue a special fuel identification sticker. (Reference
[Iowa Code](https://www.legis.iowa.gov/index.aspx) 321.41)
",,,FALSE,105,Laws and Regulations,,,,,,,AFTMKTCONV|ELEC|NG|PHEV|LPG,,REGIS,MAN|FLEET|GOV|IND,https://www.legis.iowa.gov/index.aspx
5584,IN,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled electric vehicle
capable of achieving a speed of up to 35 miles per hour (mph) that meets
the standards in Title 49 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
571.500. An individual may not operate a low-speed vehicle on a highway
that has a posted speed limit greater than 35 mph. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 9-21-5-8.5 and
9-13-2-94.5)
",,,FALSE,140,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://www.in.gov/legislative/ic/code/
5588,KS,Low-Speed Vehicle Access to Roadways,"Low-speed vehicles may only travel on roadways with a posted speed limit
of up to 40 miles per hour (mph). A low-speed vehicle is any
four-wheeled electric vehicle whose top speed is at least 20 mph but not
more than 25 mph and is manufactured in compliance federal standards for
low-speed vehicles as referenced in Title 49 of the [Code of Federal
Regulations](http://www.gpo.gov/fdsys/), section 571.500. Additional
conditions apply. (Reference [Kansas
Statutes](http://www.kslegislature.org/li/) 8-1488, 8-15,101, 8-1701,
and 8-2118)
",,,FALSE,90,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://www.kslegislature.org/li/statute/
5596,AZ,Electric Vehicle (EV) Parking Space Regulation,"An individual is not allowed to stop, stand, or park a motor vehicle
within any parking space specifically designated for parking and
charging EVs unless the motor vehicle is an EV and has been issued an
alternative fuel vehicle special plate or sticker. Violators may be
subject to a civil penalty of at least \$350. (Reference [Arizona
Revised Statutes](http://www.azleg.gov/ArizonaRevisedStatutes.asp)
28-876)
",,,FALSE,60,Laws and Regulations,,,,,,,ELEC|PHEV,,OTHER,FLEET|GOV|IND,http://www.azleg.gov/ArizonaRevisedStatutes.asp
